flavanone	transport,	AMCase
APE1	polymorphisms_alter_risk	lung_cancer
TWIST1	signals	MyoD
SV2	improper_regulation	tumor
OPCML	production	RARbeta
YAP	signals	GPC3
N-acetylcysteine	alleviates	arrhythmias
Polk	signals	Pol
PCP	alleviates	vasculitis
ADORA1	production	HGF
Lao	improper_regulation	epilepsy
CDKN2A/B	polymorphisms_alter_risk	glioblastoma
GDAP1	role_in_disease_pathogenesis	neuropathy
NR2E3	binds	NRL
GSH	transport,	TNF-a
Grhl3	polymorphisms_alter_risk	neural_tube_defects
incadronate	decreases_expression	CD13
tryptophan	binds	gastrin
HDAC8	activates	DEC1
artesunate	treatment	PML
cordycepin	binds	DR3
sulfatide	metabolism	PSAP
alphaPS1	regulates	PS2
androgen	transport,	DHEAS
L-NAME	increases_expression	PTHrP
thiol	blocks	CEA
UCHL5	binds	PRDX1
prolactin	role_in_disease_pathogenesis	malaria
erythromycin_ethylsuccinate	alleviates	tularemia
beta3-adrenoceptor	enhances	beta3-adrenoceptor
ANGPTL4	promotes_progression	giant_cell_tumor_of_bone
alpha-tocopherol	metabolism	alpha-TTP
fluoride	alleviates	multiple_myeloma
TRH	role_in_disease_pathogenesis	endothelial_dysfunction
PLA2	binds	calmodulin
Prdx1	mutations_affecting_disease	hydronephrosis
okadaic_acid	inhibits_cell_growth	lung_adenocarcinoma
MHC_class_I_antigen	role_in_disease_pathogenesis	tumor
N-acetyl-L-aspartate	alleviates	leukoencephalopathy
AXIN2	signals	b-catenin
LGR5	improper_regulation	glioblastoma
BzATP	alleviates	CCI
SN1	enhances	PDK1
IgG3	regulates	IgG3
B1_and_B2	signals	IL-1b
BTLA	role_in_disease_pathogenesis	malaria
XAF1	polymorphisms_alter_risk	gastric_cancer
MERTK	regulates	NMNAT1
STAT1	signals	JAK1/2
SCH58261	decreases_expression	GDNF
miR-99a	signals	IGF-1R
midazolam	treatment	myocardial_ischemia
NKp44	improper_regulation	tumor
Plk1	binds	Axin
GALNT2	activates	LCAT
L-proline	alleviates	copper_deficiency
dacarbazine	treatment	prostate_cancer
CXCR2	affects_expression	IRAK2
serine	transport,	acrosin
PAK4	role_in_disease_pathogenesis	myeloma
IGFBP-6	improper_regulation	colorectal_cancer
MRP	drug_target	lung_cancer
MMP2/9	same_complex	TGF-beta
PLAG1	binds	IL-34
calcitonin	activates	NEDD9
CKD-602	treatment	SCLC
EN2	polymorphisms_alter_risk	prostate_cancer
PRIP	binds	HRAS
pingyangmycin	treatment	hyperglycemia
aluminum_phthalocyanine	inhibits_cell_growth	liver_cancer
gefitinib	decreases_expression	EZH2
NIK	binds	miR-122
PD0325901	enzyme_activity	MEK1/2
nucleotide	decreases_expression	c-mos
mu5	same_complex	GSTM5
PD-1	signals	CXCR5
levamisole	decreases_expression	IL-6
PTPN2	activates	CD69
MSH3	increases_expression	MSH6
SESN1	activates	MDM2
carbazole	treatment	psoriasis
eIF4E	activates	miR-141
polyphenol	blocks	apoB
urea	binds	OTC
HIF-1a	binds	CAIX
quinazoline	inhibits	Raf-1
zinc_sulphate	alleviates	hypoprothrombinemia
GCN2	regulates	eIF2a
GDNF	improper_regulation	medullary_sponge_kidney
programmed_cell_death_protein_1	production	CTLA-4
PDE2A	regulates	PDE5
ABF1	production	ABF1
calcium	metabolism	CCR5
tankyrase	binds	Axin
rifabutin	side_effect	tumor
dapsone	progression_biomarker	dermatitis_herpetiformis
CDK6	activates	p15
ZEB2	diagnostic_biomarker	enteric_nervous_system
fibronectin	improper_regulation	Werner_syndrome
ganglioside	decreases_expression	GD3
LINC00339	improper_regulation	tumor
sunitinib	inhibits	ErbB4
caudatin	progression_biomarker	HCC
Ki16425	inhibits	ADAM12
FTL	therapeutic_effect	autosomal_recessive_disorder
Rab6	therapeutic_effect	lung_cancer
AP_12009	suppresses	tumor
LIFR	enhances	GM-CSF
MAZ	signals	PRKACA
FUBP1	mutations_affecting_disease	oligodendrogliomas
nimodipine	role_in_disease_pathogenesis	cerebral_ischemia
calcium	transport,	Herp
miR-30c	diagnostic_biomarker	hypoxia
MOV10	regulates	Rev
C5L2	promotes_progression	atherosclerosis
CXCL13	drug_target	glomerulonephritis
LIG	activates	alpha-synuclein
Tie-2	polymorphisms_alter_risk	pulmonary_toxicity
miR-384	regulates	miR-206
SPRY4-IT1	same_complex	SKA2
DUSP26	promotes_progression	ES
CCK	binds	clock
SPOCK1	promotes_progression	tumor
cisplatin	metabolism	Mad2
ClC-2	overexpression	ataxia
VSIG4	role_in_disease_pathogenesis	myeloma
NASH	binds	HCC
SH3GL1	regulates	TGFBR3
p53	promotes_progression	mesothelioma
ELF3	signals	ABCC9
TMPyP4	role_in_disease_pathogenesis	PBS
CD34	affects_expression	tenascin
amino_acid	increases_expression	OSM
serine	inhibits	pN1
myoglobin	role_in_disease_pathogenesis	hypertension
MCA1315	improper_regulation	fibrosarcoma
CCNU	same_complex	CCNU
embelin	inhibits_cell_growth	colon_cancer
CA3	role_in_disease_pathogenesis	hypothyroidism
lead_acetate	side_effect	brain_injury
PWWP2A	binds	MBD3
WRN	causal_mutation	OS
halofuginone	alleviates	cystic_fibrosis
TNRC6C-AS1	regulates	STK4
NKG2D	mutations_affecting_disease	myeloma
ABCE1	polymorphisms_alter_risk	breast_cancer
nucleolin	increases_expression	CLN8
meclizine	decreases_expression	MEK
DRR1	signals	RGC-32
sulfide	role_in_disease_pathogenesis	toxicity
CD146	increases_expression	VEGFR2
pyrantel_pamoate	treatment	oxyuriasis
CRP	therapeutic_effect	vasculitis
CTCL	increases_expression	angiogenin
GPX4	polymorphisms_alter_risk	obesity
nafamostat_mesilate	decreases_expression	IL-6
RPE65	signals	PDK1
miR-17-92	signals	DLEU2
digitonin	decreases_expression	galactosyltransferase
ciprofloxacin	inhibits_cell_growth	cystic_fibrosis
cathepsin_K	promotes_progression	rupture
IGHM	promotes_progression	ALL
pamidronate	inhibits	FPPS
WWTR1	promotes_progression	PTC
HS2	drug_target	SAO
TOPK	activates	BIRC5
fumagillin	inhibits	MetAP-2
GSTM5	same_complex	mu5
antipyrine	metabolism	PSGL-1
WNT	enhances	TFE3
apoE	improper_regulation	hypercholesterolemia
P-Rex1	promotes_progression	tumor
HULC	therapeutic_effect	gastric_cancer
cysteine	binds	PITX2
HNF1	signals	HNF1
vincristine	inhibits_cell_growth	hyperactivity
pyoverdine	transport,	FpvA
MGMT	drug_target	SCLC
hepcidin	improper_regulation	malaria
NLRP1	increases_expression	CREB
gadolinium	treatment	CKD
PTH	therapeutic_effect	rhabdomyosarcoma
PBD	affects_expression	gastrin
TRPA1	role_in_disease_pathogenesis	edema
Prdx1	activates	SOD1
5T4	production	Th1
lncTCF7	therapeutic_effect	colorectal_cancer
Rac1	activates	CdGAP
L-glutamate-gamma-semialdehyde	increases_expression	ornithine_aminotransferase
ELA	overexpression	ovarian_cancer
NADPH	affects_expression	Rac2
miR-34a	improper_regulation	glioma
alpha-actinin	causal_mutation	platelet_aggregation
FTH1P3	drug_target	breast_cancer
GABA	enzyme_activity	GB1
PI-103	increases_expression	Bcl-2
C3d	causal_mutation	AIHA
amino_acids	affects_expression	WRN
GHR	increases_expression	miR-139
TfR2	signals	CD71
ATF-2	affects_expression	MafG
CDCA	side_effect	amyloidosis
heptachlor	metabolism	VMAT2
MKP-1	activates	PLZF
ALDH2	promotes_progression	alcoholism
ephrin-A1	activates	Cbl
FoxM1	activates	Nkx2-5
miR-148a	activates	IL-6
sulfate	inhibits	PRG4
N-acetyllactosamine	inhibits	L-ficolin
CXCL9	activates	P28
probenecid	transport,	OAT1
S100A13	binds	FGF-1
p300	activates	KDM6A
Smad2	binds	syndecan-4
l-allo-threonine	role_in_disease_pathogenesis	ALA
ICAM-2	promotes_progression	VKC
67LR	polymorphisms_alter_risk	AD
SCN2B	regulates	CACNB2
L26	signals	LN1
UCP2	affects_expression	TRPA1
Robo1	increases_expression	Akt
p21	regulates	Ser15
RIP2	promotes_progression	DLBCL
simvastatin	treatment	COPD
MAGE-1	promotes_progression	carcinoma
ANK1	same_complex	ankyrin
FBN1	affects_expression	elastin
IDH2	signals	miR-144
TRIM5alpha	binds	RanGAP1
eEF2K	promotes_progression	glioblastoma
alloferon	increases_expression	IgG1
ketones	decreases_expression	cytochrome_P-450
Tfr2	increases_expression	TfR
asparagine	increases_expression	MC4R
geniposide	alleviates	inflammation
CCK-A_receptor	enhances	CCK
BIBR1532	inhibits	hTERT
alanyl-glutamine	increases_expression	GH
steroid	affects_expression	TPMT
SCF	enhances	RET
MICA	treatment	pulmonary_aspergillosis
SPP	causal_mutation	malaria
paraoxon	side_effect	neuronal_death
allicin	inhibits_cell_growth	carcinoma
cystatin_B	causal_mutation	epilepsy
COMP	diagnostic_biomarker	OA
RET	increases_expression	FCGR3B
CYP2C8	enhances	CYP2C19
CDKN2A/B	activates	ARID1A
P-selectin	affects_expression	MIP-1alpha
CD13	drug_target	pneumonia
AP-1	role_in_disease_pathogenesis	anorexia
thallium	activates	EAAC1
nucleotide	transport,	N-myc
retinoic_acid	enzyme_activity	CADM1
cholesterol	binds	APOE
Bcl-2	binds	HRK
GM3	inhibits_cell_growth	tumor
phosphatidylcholine	treatment	asphyxia
CKIP-1	activates	PI3K
Shh	activates	SEPT9
leucine	binds	LRG1
capecitabine	metabolism	TP
enalapril	increases_expression	TGF-b1
TDP1	binds	CANT1
AICAR	decreases_expression	C/EBPbeta
SOD	promotes_progression	status_epilepticus
KHS101	decreases_expression	HIF-1a
vitamin_B12	side_effect	stroke
calcium	affects_expression	GAPDH
KATNB1	same_complex	KATNAL2
glucosamine	alleviates	musculoskeletal_disorders
KAL1	increases_expression	FGF8
MIB-1	binds	CMIP
Fli1	same_complex	EWS
b-catenin	increases_expression	BRCC36
HMGB2	improper_regulation	growth_arrest
sulfadoxine	suppresses	Stevens-Johnson_syndrome
CH2O	role_in_disease_pathogenesis	liver_cirrhosis
CPT1A	activates	NGAL
CD4	increases_expression	HVEM
dapsone	suppresses	malaria
scoparone	alleviates	depression
DiI	alleviates	EPS
CD7	production	CD163
eIF4E	promotes_progression	retinal_pigment_epithelium
CARMA3	drug_target	colorectal_cancer
RRM1	overexpression	colorectal_cancer
p38	regulates	ASK1
STA	overexpression	swine_dysentery
NeuN	improper_regulation	neuroblastoma
amino_acid	transport,	Lyn
GSNO	enzyme_activity	MPG
CAD	drug_target	HCC
CD4	production	M-protein
CYP2C9	same_complex	CYP2C8
PON2	enhances	PON2
KIM-1	activates	calbindin
p110	binds	Rag1
GPR109A	promotes_progression	gastroschisis
paliperidone	side_effect	dyskinesia
LINGO-1	production	p75NTR
steroids	increases_expression	PAK4
potassium	binds	FUS
nephrin	overexpression	diabetic_nephropathy
polyurethane	side_effect	hyperplasia
OIP5-AS1	binds	WNT7B
LAT1	diagnostic_biomarker	ovarian_cancer
HT1080	production	MMP-9
colestipol	inhibits_cell_growth	hyperlipidemia
YY1	signals	involucrin
LPCAT1	activates	ZEB1
sibutramine	metabolism	BNP
calcium	binds	miR-26a
EphA3	binds	miR-340
IQSEC2	activates	NR1
colchicine	affects_expression	pyrin
Rab31	promotes_progression	breast_cancer
IL-1	same_complex	caspase-5
PIK3C2B	same_complex	CDK14
NBP	enhances	Akt
cediranib	suppresses	diarrhea
urocortin	regulates	CRF1
GRM3	improper_regulation	colon_cancer
HIG2	binds	HIF-1a
HIF-2a	signals	ephrin-A1
DPPI	enhances	Klk4
LNX	regulates	RhoC
GHS-R	same_complex	glutathione_reductase
miR-222	role_in_disease_pathogenesis	diabetes
nucleotide	transport,	ELF3
GluR2	overexpression	glioma
auraptene	activates	BTG2
MARCH9	overexpression	lung_adenocarcinoma
rottlerin	increases_expression	COX-2
HCC	diagnostic_biomarker	liver_injury
asiatic_acid	inhibits_cell_growth	breast_cancer
TRIM31	drug_target	GBC
vemurafenib	binds	BRAF
PBDEs	increases_expression	GPER
glucose	metabolism	S6K1
Tbx3	production	JDP2
GRK2	improper_regulation	malaria
miR-323	overexpression	bladder_cancer
pacritinib	inhibits_cell_growth	AML
HDAC	improper_regulation	carcinoma
GdCl3	inhibits_cell_growth	HCC
enterotoxin	side_effect	gastrointestinal_symptoms
acrosin	binds	Stx2
HTR2A	same_complex	GALR2
zolpidem	treatment	endothelial_dysfunction
emodin	inhibits	AMPK
temozolomide	blocks	CA12
pIgR	regulates	pIgA
AIF	same_complex	cytochrome_c
Cys	affects_expression	HSP60
CYP1A2	same_complex	CYP2D6
LINC00152	production	Huh7
eIF4E	signals	Mnk1
miR-381	signals	miR-381
TIMP-1_and_2	regulates	MMP2/9
peripherin	promotes_progression	ALS
IBMX	inhibits	PTH
miR-182	binds	AFP
As2O3	metabolism	caspase-3
cytochrome_b	regulates	cytochrome_c
Sepharose	activates	C3d
isothiocyanate	inhibits_cell_growth	leukemia
PAX4	production	PAX6
staurosporine	increases_expression	Munc18-1
glutamic_acid	transport,	DPB1
5-lipoxygenase	mutations_affecting_disease	encephalopathy
DDAH1	role_in_disease_pathogenesis	diastolic_dysfunction
HRP2	increases_expression	p75
BMP4	increases_expression	GATA2
RLI	signals	RNase_L
MFAP4	overexpression	Marfan_syndrome
ALK	causal_mutation	coeliac_disease
amino_acid	enzyme_activity	Romo1
IRF3	affects_expression	TBK1
PKA	increases_expression	PAX8
SphK1	same_complex	cathepsin_B
stathmin	binds	AURKA
SOX1	promotes_progression	OSCC
sulfite	side_effect	toxicity
recoverin	enhances	rhodopsin_kinase
tyrosinase	causal_mutation	congenital_anomalies
pantethine	progression_biomarker	infertility
AST	polymorphisms_alter_risk	NSCLC
TTP	suppresses	leukemia
NIPAL4	polymorphisms_alter_risk	autosomal_recessive_disorder
TBP	activates	VIP
DEX	side_effect	acute_lung_injury
IL-33	mutations_affecting_disease	LPS
WNT6	improper_regulation	colon_cancer
RelB	promotes_progression	prostate_cancer
ER	affects_expression	COL1A1
bepridil	inhibits_cell_growth	glioma
ZOL	activates	BSP
AAA	treatment	atherosclerosis
KIF23	activates	CDK1
estrogen	role_in_disease_pathogenesis	multiple_myeloma
CACNA1S	causal_mutation	paralysis
DMBT1	binds	SP-A
nucleolin	regulates	CLN7
TRIM37	increases_expression	PI3K
glycosylphosphatidylinositol	binds	GFRalpha1
CFH	causal_mutation	FH
retinyl_palmitate	alleviates	dry_eye
IL-2_receptor	production	P-selectin
COX4I2	same_complex	COXIV
PEDOT	affects_expression	pSS
c-Myb	increases_expression	A-Raf
muscle-specific	regulates	eIF3c
NTN4	affects_expression	NID2
PBN	metabolism	spin
ethanol	side_effect	IUGR
MnSOD	improper_regulation	edema
melatonin	decreases_expression	Smurf1
G6PC2	production	SOX4
sulfate	binds	versican
GA	increases_expression	NF-kappaB
AMPs	inhibits_cell_growth	MSD
donepezil	enzyme_activity	CYP2D6
LIS1	regulates	Ndel1
SKF96365	decreases_expression	ERG
NDGA	alleviates	trachea
MARCH2	same_complex	CAL
vidarabine	side_effect	bleeding
p75	role_in_disease_pathogenesis	emphysema
sesquiterpene_lactones	decreases_expression	p65
RRM1	overexpression	leiomyosarcoma
cysteamine	side_effect	gastric_mucosal_lesions
BCAT1	promotes_progression	HCC
Na2S	alleviates	arterial_occlusive_disease
HFE	role_in_disease_pathogenesis	glioblastoma
serine	increases_expression	IRF3
BDNF	production	PKCgamma
OASIS	regulates	PERK
CRMP2	activates	EFhd2
Munc18-1	regulates	PTPRT
IGFBP-6	promotes_progression	hypoxia
heparan_sulfate	metabolism	BMP-2
lepirudin	treatment	BCS
3-methyladenine	suppresses	AKI
carboxy	affects_expression	BRCA1
pseudoephedrine	suppresses	rhabdomyosarcoma
IL-6	affects_expression	PLD1
CTGF	overexpression	ESCC
INF-alpha	increases_expression	Tyk2
GLUT1	same_complex	PDH
amino_acids	increases_expression	TOR
DCC	causal_mutation	rotavirus_infection
Hes6	affects_expression	NeuroD
SRL	alleviates	tumor
CNGA3	same_complex	CNGA3
Smad7	signals	Id2
leptin	signals	NPY
HK2	promotes_progression	NIDDM
tranylcypromine	activates	IL-23
alcohol	role_in_disease_pathogenesis	gingival_epithelium
fructose	treatment	impulsivity
silibinin	decreases_expression	CYP2C8
MMP-11	activates	SDR9C7
corticosteroid	transport,	TSLP
BRD4	production	GC_B
IL-31	regulates	IL-1b
cisplatin	increases_expression	MALAT1
IL-13	enhances	IL-13Ralpha2
fluconazole	inhibits_cell_growth	endophthalmitis
nickel_subsulfide	side_effect	carcinogenesis
miR-7	promotes_progression	brain_glioma
IP-10	signals	CREB3L1
tulathromycin	treatment	pulmonary_toxicity
glycerol	metabolism	orexin
phyA	enhances	FAR1
CD33	activates	TREM2
WIP	improper_regulation	thyroid_cancer
protein_4.1	same_complex	PTPN3
estrogen	increases_expression	Wnt1
KIAA1797	causal_mutation	APC
SIX1	activates	Smad2/3
tetrandrine	side_effect	tumor
1-beta-D-arabinofuranosylcytosine	alleviates	L1210_leukemia
FZD7	enhances	Wnt7a
dexamethasone	decreases_expression	beta-actin
CD13	improper_regulation	fibrosarcoma
IL-1ra	activates	TLR5
CD3D	affects_expression	CD3epsilon
mechlorethamine	increases_expression	IL-1
IQGAP1	promotes_progression	colorectal_cancer
Sp1	binds	CRBPII
silibinin	metabolism	E2F2
acetylcholine	progression_biomarker	paroxysmal_tachycardia
adenosine_kinase	enhances	adenosine_deaminase
deoxyadenosine	alleviates	immunodeficiency
CFH	drug_target	hemolysis
cytochrome_c	regulates	cytochrome_b
bisphosphonate	treatment	osteomyelitis
orexin	mutations_affecting_disease	Kleine-Levin_syndrome
piplartine	decreases_expression	thrombin
neomycin	transport,	Bcl-xL
TOM	activates	TOMM34
miR-142	improper_regulation	endometrial_cancer
b-TrCP	promotes_progression	tumor
cycloheximide	inhibits	insulin
CoA	binds	hGDH2
ropivacaine	binds	KChIP2
silicone	side_effect	edema
ZNF143	production	FcR
vitamin_E	inhibits_cell_growth	multiple_myeloma
cathepsin_G	increases_expression	mPR3
PP1	signals	LTP
AR	same_complex	GLO1
steroid	increases_expression	DYRK1A
CdGAP	binds	CdGAP
tyrosine	activates	STAT2
PDGF-A	same_complex	ET-3
tolbutamide	alleviates	hyperglycemia
ULK2	binds	FRS2/3
polysialic_acid	role_in_disease_pathogenesis	RA
filamin	drug_target	cardiomyopathy
ANXA4	binds	FHIT
ADP	decreases_expression	vWF
NANOG	production	trypsin_inhibitor
JAK1/2	enhances	IL-17
propranolol	blocks	ADRB1
FBN3	mutations_affecting_disease	PCOS
ADAM12	production	CD81
MRF4	mutations_affecting_disease	DMD
LHR	signals	GEF
C4-2	production	AMACR
KRAS	activates	DUSP6
MMP16	activates	Kindlin-1
dihydrostreptomycin	treatment	tuberculoma
arsenic_trioxide	inhibits	GLI1
protease_inhibitor	therapeutic_effect	fibrosis
p14	affects_expression	EpoR
ZEB1-AS1	signals	ZEB1
insulin	promotes_progression	insulinoma
ERK1/2	binds	PEBP4
glucose	increases_expression	adropin
CEP290	regulates	PCM1
Herp	increases_expression	Herp
CYP27B1	regulates	ALDH1A3
ritodrine	alleviates	neuropathy
MEN1	therapeutic_effect	gastrinoma
hENT3	same_complex	MRP2
Bach1/2	binds	Bach2
gemfibrozil	inhibits	thrombin
glypican-1	role_in_disease_pathogenesis	ESCC
BaP	promotes_progression	hypoxia
CD49d	regulates	RhoA
Rac1	therapeutic_effect	chemotaxis
TAA	increases_expression	CYP2A5
Ets-1	regulates	cyclin_D3
p70	activates	ribosomal_protein_S6
apoC-I	signals	LDLR
adiponectin	increases_expression	TFAP2B
Mdm4	overexpression	CLL
GLTSCR2	overexpression	glioblastoma
POU5F1	activates	PFKFB3
resistin	activates	ADAMTS-5
DHEAS	role_in_disease_pathogenesis	asthma
sesquiterpene	inhibits_cell_growth	tumor
foretinib	side_effect	death
FAD	decreases_expression	Nox2
cariporide	blocks	NHE
LMP1	affects_expression	VPS33B
SAR405838	treatment	neuroblastoma
GPR10	binds	REST
S100B	same_complex	S100B
KIF4A	binds	FOXM1
eIF2	improper_regulation	gastric_cancer
NFIB	promotes_progression	giant_cell_tumor_of_bone
GEF	therapeutic_effect	epilepsy
heme	transport,	cytoglobin
MEG3	therapeutic_effect	gastric_cancer
WNT2B	improper_regulation	ovarian_cancer
p33	polymorphisms_alter_risk	NM
pRb	enhances	LINC00152
neuraminidase	signals	plasmin
GGTI	increases_expression	GGTI
acetazolamide	decreases_expression	AQP1
Bmi1	production	C/EBPalpha
cisplatin	increases_expression	IL-25
COX-2	improper_regulation	ovarian_cancer
PUM1	regulates	PBGD
TBX3	binds	E-cadherin
forskolin	decreases_expression	HAS2
CD21	production	L-selectin
GSK3b	increases_expression	Mena
sulfadiazine	side_effect	PFS
TFO	inhibits_cell_growth	GT
nitrosamines	side_effect	HS
cisplatin	increases_expression	nm23-H1
miR-30b	binds	BMP-2
PGF2a	transport,	biglycan
FASN	production	H-FABP
berberine	inhibits_cell_growth	malaria
KCC009	inhibits_cell_growth	meningiomas
EZH2	regulates	SOX2OT
5-lipoxygenase	production	IL-6
isoniazid	metabolism	CYP3A4
CCN1	enhances	Col10a1
11-hydroxysteroids	alleviates	mineralocorticoid_excess_syndrome
NO3	same_complex	GDF-5
midazolam	affects_expression	calbindin
JAK2	mutations_affecting_disease	carcinogenesis
IA-2beta	diagnostic_biomarker	IDDM
chloride	transport,	IL-13
CD73	causal_mutation	ALL
PRC1	enhances	EED
12-O-tetradecanoylphorbol-13-acetate	role_in_disease_pathogenesis	RA
p75NTR	mutations_affecting_disease	hypoxia
NRP1	promotes_progression	SMC
MARCKS	production	calmodulin
MMP-9	role_in_disease_pathogenesis	postoperative_analgesia
IL-16	polymorphisms_alter_risk	autoimmune_diseases
ATP	transport,	PKA
TNF-alpha	binds	AdipoR1
cyclopiazonic_acid	enzyme_activity	TRPC3
Bach1	increases_expression	Keap1
SEMA5A	affects_expression	ADAM17
EDA	increases_expression	EDAR
NELL-1	signals	RUNX3
Val	activates	DKK1
benzamil	inhibits_cell_growth	stiffness
PBX3	role_in_disease_pathogenesis	inflammation
boric_acid	inhibits_cell_growth	breast_cancer
huperzine_A	affects_expression	BChE
CIN	role_in_disease_pathogenesis	anemia
cyclin_D3	production	DM1
lisinopril	inhibits_cell_growth	polycythemia
GLUT2	signals	ISL1
RPL11	activates	RPS23
VEGF	activates	TGFBR3
Bcl-2	activates	RAD52
CXCR7	improper_regulation	glioma
AAC	same_complex	GGA3
IGFBP-4	production	IGFBP-1
glypican-1	overexpression	glioma
CIITA	enhances	CREB
t-AUCB	inhibits	sEH
DHA	inhibits	CD71
ciprofloxacin	inhibits	IFN-gamma
xamoterol	activates	beta-AR
carbon	activates	GMDS
SB203580	activates	MK2
NMBR	signals	bombesin
IFN-a	enhances	b-catenin
Derlin-1	overexpression	ESCC
BAG-1	mutations_affecting_disease	tumor
Pyk2	regulates	IKKb
RAGE	regulates	TIMP-3
Lgr5	binds	caspase-3
p53	activates	titin
RANKL	role_in_disease_pathogenesis	leiomyosarcoma
lncTCF7	overexpression	HCC
NSF	regulates	AAA
acetylcholine	role_in_disease_pathogenesis	hypersensitivity
MUC5AC	improper_regulation	ES
5,10-methylenetetrahydrofolate	enzyme_activity	MTHFD1
PACE4	overexpression	neuroblastoma
Rab31	role_in_disease_pathogenesis	tumor
ceritinib	alleviates	OS
ATP	role_in_disease_pathogenesis	infectious_diseases
serine_racemase	signals	serine_racemase
LRRC4	affects_expression	ERK1/2
Gab1	role_in_disease_pathogenesis	death
P14	same_complex	PCPE
IKKbeta	signals	FGFR4
MOV10	improper_regulation	tumor
PIGA	increases_expression	TNF-alpha
FOXL1	mutations_affecting_disease	glioma
xanthine	suppresses	NIDDM
toluene	side_effect	CAD
FBN3	same_complex	TGF-beta
HRK	activates	CHOP
CBA	transport,	AKR7A5
ALOXE3	activates	CysLT1
mevastatin	inhibits	HMGCR
sulfate	inhibits	MAF
FOLR1	production	GSTT1
monodansylcadaverine	transport,	TGase
PSMA	overexpression	epithelioid_hemangioendothelioma
zinc_sulphate	inhibits_cell_growth	rheumatoid_arthritis
IFN-gamma	same_complex	MAF
piracetam	blocks	ADA
FOXJ1	activates	miR-6852
RP1L1	activates	RDH12
phosphate	increases_expression	BMP9
CK17	mutations_affecting_disease	fibrosarcoma
somatostatin	increases_expression	Ins2
Klotho	regulates	Pdx1
MCT5	activates	MCT2
TP1	production	NHP2
decursin	increases_expression	PKCalpha
Tubeimoside-1	inhibits_cell_growth	HCC
NUDT21	binds	CPSF6
Cx43	increases_expression	Cx40
miR-99a	promotes_progression	glioma
paclitaxel	binds	YB-1
nitroglycerin	inhibits_cell_growth	headache
midodrine	activates	vasopressin
LGALS3	mutations_affecting_disease	encephalopathy
cytosine	binds	CA1
gemcitabine	treatment	cervical_carcinoma
tinidazole	side_effect	intra-abdominal_infections
protein_kinase_B	activates	PFKFB3
doxorubicin	affects_expression	CD99
RFX1	binds	CD49f
4-hydroxytamoxifen	treatment	HCC
maxacalcitol	inhibits_cell_growth	thyroid_cancer
LRP6	promotes_progression	atherosclerosis
c-myc	regulates	PVT1
utrophin	therapeutic_effect	necrosis
lactone	progression_biomarker	tumor
miR-22	increases_expression	SIRT1
Runx2	promotes_progression	craniosynostosis
amino	binds	PSGL-1
asiatic_acid	alleviates	stroke
IL-13Ra1	overexpression	infection
amino_acid	affects_expression	HLA-C
rebamipide	side_effect	pain
PpIX	role_in_disease_pathogenesis	atheroma
DMC	affects_expression	cyclin_A
folate	binds	TP1
Pax4	same_complex	Pax4
etomidate	side_effect	hearing_loss
ECP	binds	eotaxin
mEH	activates	p53
Fab	enhances	fibronectin
RAGE	promotes_progression	pancreatic_cancer
CFH	same_complex	CFH
DKK3	enhances	MYCN
miR-142	affects_expression	Rac1
DOR	role_in_disease_pathogenesis	lumbar_disc_herniation
bosentan	inhibits	CTD
propionic_acid	side_effect	autism
WIN_55,212-2	increases_expression	PKCepsilon
CD200	promotes_progression	pancreatoblastoma
dioxins	activates	AhR
HS-1793	inhibits_cell_growth	multiple_myeloma
methyl	transport,	C-6
POTEH	polymorphisms_alter_risk	glioma
atomoxetine	treatment	PD
MDM2	same_complex	Pin1
miR-484	signals	Pcdh19
OSMR	promotes_progression	gastric_cancer
miR-506	improper_regulation	glioma
hemin	side_effect	hemolysis
L-lactate	enzyme_activity	Ccel_2485
AMD	side_effect	dry_eye_disease
glicentin	role_in_disease_pathogenesis	axis
bFGF	increases_expression	IP6K1
heme	suppresses	infection
PEX2	regulates	PEX12
FAME	mutations_affecting_disease	autosomal_recessive_disorder
nphp-4	same_complex	NPHP4
lawsone	activates	PPARgamma
medetomidine	affects_expression	insulin
palmitic_acid	transport,	CNP
lactate	enzyme_activity	ADF
JMJD6	role_in_disease_pathogenesis	glioma
idoxuridine	inhibits_cell_growth	herpes_zoster
BDNF	regulates	GLAST
carvedilol	alleviates	spinal_cord_injury
Sp1	regulates	filamin_A
Pax4	drug_target	insulinoma
BORIS	regulates	TBP
vitamin_A	transport,	RDH10
GPR137	improper_regulation	medulloblastoma
MAGE-A3	same_complex	MAGE-1
Hhat	signals	Shh
splicing_factor_SF2	signals	SRSF1
S1PR2	activates	S1P1
USP1	regulates	PCNA
TRPA1	diagnostic_biomarker	gastrointestinal_motility
K252a	blocks	ERK
MUC5AC	activates	MUC15
Plk1	same_complex	Myt1
SMX	inhibits_cell_growth	RCC
CUL4B	binds	Insl6
polyacrylamide	role_in_disease_pathogenesis	LPS
IL-18	increases_expression	endoglin
cinnamaldehyde	alleviates	cystic_fibrosis
LU_135252	activates	PDGF-A
ROS1	activates	TSP-1
RD1	regulates	ABCA4
PGE	inhibits	CD3
Rap2B	improper_regulation	glioma
CNTF	affects_expression	GLP-1R
ER	regulates	caveolin-3
CRP	binds	CD64
indocyanine_green	side_effect	liver_failure
AGS8	binds	Flk-1
hyperforin	inhibits_cell_growth	lymphoma
